Landscape,Chrono,Chronosecuence,Plot,Species,abun,ab
Mountain,Intermediate Forest,IF,DM12,Micrandra sp.1,1,0.025588528
Mountain,Old Forest,OF,RM9,Micropholis egensis,1,883.5476212
Hill,Intermediate Forest,IF,DL14,Micropholis guyanensis,1,13.46469359
Mountain,Intermediate Forest,IF,DM14,Micropholis guyanensis,2,0.008482713
Hill,Old Forest,OF,RL2,Micropholis guyanensis,1,1.41E-05
Hill,Old Forest,OF,RL3,Micropholis guyanensis,2,0.114288659
Hill,Old Forest,OF,RL4,Micropholis guyanensis,2,5177.224358
Mountain,Old Forest,OF,RM11,Micropholis guyanensis,6,3597.752272
Mountain,Old Forest,OF,RM13,Micropholis guyanensis,6,9589.940294
Mountain,Old Forest,OF,RM14,Micropholis guyanensis,3,2451.294084
Mountain,Old Forest,OF,RM3,Micropholis guyanensis,1,3790.137213
Mountain,Old Forest,OF,RM9,Micropholis guyanensis,9,128.9539348
Hill,Old Forest,OF,RL2,Micropholis melinoniana ,1,2.61E-06
Hill,Old Forest,OF,RL3,Micropholis obscura,2,578.2174452
Hill,Old Forest,OF,RL4,Micropholis obscura,1,2593.163177
Hill,Intermediate Forest,IF,DL16,Micropholis venulosa,1,0.005607952
Hill,Old Forest,OF,RL4,Micropholis venulosa,1,2376.305596
Mountain,Old Forest,OF,RM13,Micropholis venulosa,2,255.6788963
Mountain,Old Forest,OF,RM14,Micropholis venulosa,1,404.1562687
Hill,Intermediate Forest,IF,DL14,Mimosa myriadenia,3,5990.609082
Hill,Old Forest,OF,RL2,Mimosa sp.,1,4.07E-11
Mountain,Intermediate Forest,IF,DM17,Minquartia guianensis,1,0.005712203
Mountain,Early Forest,EF,DM2,Minquartia guianensis,1,0.05494678
Hill,Old Forest,OF,RL3,Minquartia guianensis,2,79.0485355
Mountain,Old Forest,OF,RM9,Minquartia guianensis,1,116.2864999
Mountain,Intermediate Forest,IF,DM17,Mollia Gracilis,4,186.3938509
Mountain,Early Forest,EF,DM10,Mollia lepidota,1,104.3533507
Hill,Early Forest,EF,DL12,Mollinedia ovata,2,0.081543566
Mountain,Intermediate Forest,IF,DM17,Mollinedia ovata,2,0.630964692
Mountain,Old Forest,OF,RM14,Mollinedia ovata,2,0.964254626
Hill,Old Forest,OF,RL4,Monopteryx angustifolia,1,139.6049686
Hill,Intermediate Forest,IF,DL14,Monopteryx uaucu,1,2.072670796
Mountain,Intermediate Forest,IF,DM17,Moraceae sp. 4,1,0.012392187
Mountain,Early Forest,EF,DM10,Mouriri myrtifolia,2,0.743481631
Mountain,Intermediate Forest,IF,DM7,Mouriri myrtifolia,9,3529.461405
Mountain,Old Forest,OF,RM13,Mouriri myrtifolia,1,261.3150209
Mountain,Old Forest,OF,RM14,Mouriri myrtifolia,3,0.369002911
Hill,Early Forest,EF,DL12,Myrcia deflexa,4,6.382320818
Hill,Degraded Pasture,DP,DL10,Myrcia fallax,5,0.173234696
Hill,Intermediate Forest,IF,DL3,Myrcia fallax,1,0.016399348
Mountain,Old Forest,OF,RM3,Myrcia guianensis,1,0.329792602
Hill,Early Forest,EF,DL2,Myrcia paivae,1,0.025588528
Hill,Intermediate Forest,IF,DL3,Myrcia paivae,2,0.238463541
Mountain,Degraded Pasture,DP,DM6,Myrcia paivae,1,0.006521778
Mountain,Intermediate Forest,IF,DM7,Myrcia paivae,2,0.004350147
Mountain,Old Forest,OF,RM3,Myrcia paivae,2,0.258032567
Mountain,Old Forest,OF,RM9,Myrcia paivae,1,1590.435
Mountain,Early Forest,EF,DM1,Myrcia sp. 1,3,9.449510009
Mountain,Early Forest,EF,DM10,Myrcia sp. 6,1,56.95978076
Mountain,Old Forest,OF,RM3,Myrcia sp. 7,1,0.262389574
Mountain,Early Forest,EF,DM10,Myrcia splenden,3,0.144174504
Mountain,Degraded Pasture,DP,DM11,Myrcia splenden,56,413.0398376
Mountain,Intermediate Forest,IF,DM12,Myrcia splenden,10,418.6786019
Mountain,Intermediate Forest,IF,DM13,Myrcia splenden,14,4163.825096
Mountain,Intermediate Forest,IF,DM14,Myrcia splenden,1,0.00287476
Mountain,Early Forest,EF,DM16,Myrcia splenden,1,0.015308643
Hill,Degraded Pasture,DP,DL10,Myrcia splendens,1,24.78873511
Mountain,Intermediate Forest,IF,DM14,Myrciaria floribunda,2,0.115315766
Mountain,Intermediate Forest,IF,DM17,Myrciaria floribunda,1,37.37131216
Mountain,Old Forest,OF,RM14,Myrciaria floribunda,1,25.73747966
Mountain,Intermediate Forest,IF,DM12,Myrsine guianensis,2,406.1926802
Mountain,Intermediate Forest,IF,DM13,Myrsine guianensis,1,32.37630961
Mountain,Old Forest,OF,RM14,Naucleopsis caloneura,1,67.17173084
Mountain,Old Forest,OF,RM9,Naucleopsis caloneura,4,186.3486887
Hill,Intermediate Forest,IF,DL14,Naucleopsis glabra,1,34.34173772
Hill,Old Forest,OF,RL3,Naucleopsis glabra,1,3.700946411
Mountain,Old Forest,OF,RM13,Naucleopsis glabra,1,730.8339582
Mountain,Old Forest,OF,RM14,Naucleopsis glabra,1,20.43225974
Hill,Old Forest,OF,RL3,Naucleopsis krukovii,1,17.44338523
Hill,Old Forest,OF,RL4,Naucleopsis krukovii,1,32.37661245
Mountain,Old Forest,OF,RM13,Naucleopsis krukovii,1,0.120687706
Mountain,Old Forest,OF,RM9,Naucleopsis krukovii,1,0.012867994
Hill,Old Forest,OF,RL4,Nealchornea yapurensis,1,45.21424413
Mountain,Intermediate Forest,IF,DM7,Nectandra,3,855.231622
Mountain,Old Forest,OF,RM13,Nectandra acuminata,1,856.5710632
Hill,Old Forest,OF,RL3,Nectandra amazonum,2,1321.447171
Hill,Old Forest,OF,RL4,Nectandra amazonum,4,238.3152101
Hill,Intermediate Forest,IF,DL3,Nectandra cuspidata,1,1062.159637
Hill,Intermediate Forest,IF,DL5,Nectandra cuspidata,4,1352.141347
Mountain,Degraded Pasture,DP,DM11,Nectandra cuspidata,1,0.031416
Mountain,Early Forest,EF,DM16,Nectandra cuspidata,6,266.1429172
Mountain,Degraded Pasture,DP,DM6,Nectandra cuspidata,3,0.05707735
Mountain,Intermediate Forest,IF,DM7,Nectandra cuspidata,2,2414.558366
Hill,Old Forest,OF,RL3,Nectandra cuspidata,1,16835.54191
Mountain,Old Forest,OF,RM14,Nectandra cuspidata,1,91.68541278
Mountain,Old Forest,OF,RM3,Nectandra cuspidata,1,123.9780278
Mountain,Old Forest,OF,RM11,Nectandra lineatifolia,1,15965.99297
Mountain,Old Forest,OF,RM9,Nectandra membranacea,2,126.2546742
Hill,Intermediate Forest,IF,DL3,Nectandra oppositifolia,1,1382.283055
Mountain,Old Forest,OF,RM9,Nectandra sp.,2,20234.03035
Mountain,Old Forest,OF,RM3,Nectandra sp. 1,2,1.247139998
Hill,Old Forest,OF,RL2,Neea amaruayensis,2,2.23E-06
Hill,Intermediate Forest,IF,DL13,Neea clarkii,3,0.126292909
Mountain,Intermediate Forest,IF,DM14,Neea clarkii,2,0.141299743
Hill,Old Forest,OF,RL2,Neea clarkii,1,3.81E-07
Mountain,Old Forest,OF,RM11,Neea clarkii,3,0.516639654
Mountain,Old Forest,OF,RM14,Neea clarkii,4,31.34069938
Mountain,Old Forest,OF,RM8,Neea clarkii,1,0.00287476
Mountain,Old Forest,OF,RM9,Neea clarkii,4,86.84604247
Hill,Early Forest,EF,DL12,Neea divaricata,3,0.016886493
Hill,Intermediate Forest,IF,DL13,Neea divaricata,13,10.58668738
Hill,Intermediate Forest,IF,DL14,Neea divaricata,1,0.00287476
Hill,Intermediate Forest,IF,DL16,Neea divaricata,10,0.920533764
Hill,Early Forest,EF,DL2,Neea divaricata,1,0.031416
Mountain,Early Forest,EF,DM10,Neea divaricata,1,0.10434844
Hill,Old Forest,OF,RL4,Neea divaricata,5,1.622948482
Mountain,Old Forest,OF,RM11,Neea divaricata,1,54.37380768
Hill,Early Forest,EF,DL2,Neea macrophylla,2,0.144674018
Mountain,Old Forest,OF,RM11,Neea ovalifolia,2,20.88650388
Mountain,Old Forest,OF,RM13,Neea ovalifolia,2,10790.59758
Mountain,Old Forest,OF,RM14,Neea ovalifolia,1,142.0385721
Mountain,Old Forest,OF,RM8,Neea ovalifolia,1,0.009940219
Mountain,Old Forest,OF,RM9,Neea ovalifolia,1,1189.728099
Hill,Early Forest,EF,DL2,Neea parviflora,12,776.6479756
Hill,Old Forest,OF,RL3,Neea parviflora,3,0.580068166
Hill,Old Forest,OF,RL4,Neea parviflora,1,0.009836098
Hill,Early Forest,EF,DL2,Neea parvifolia,10,2.140461027
Mountain,Old Forest,OF,RM9,Neea sp.3,1,0.805157719
Mountain,Old Forest,OF,RM8,Neea sp.4,1,23.86646522
Mountain,Old Forest,OF,RM9,Neea sp.4,1,49.48950228
Mountain,Early Forest,EF,DM2,Ochroma pyramidale,16,46466.33331
Hill,Intermediate Forest,IF,DL14,Ocotea aciphylla,1,0.0019635
Hill,Intermediate Forest,IF,DL3,Ocotea aciphylla,1,37.77794336
Hill,Intermediate Forest,IF,DL5,Ocotea aciphylla,3,1230.970412
Mountain,Intermediate Forest,IF,DM17,Ocotea aciphylla,1,1641.826659
Mountain,Intermediate Forest,IF,DM7,Ocotea aciphylla,13,652.2980937
Hill,Old Forest,OF,RL2,Ocotea aciphylla,1,1.04E-08
Hill,Old Forest,OF,RL3,Ocotea aciphylla,1,42.03062047
Hill,Old Forest,OF,RL4,Ocotea aciphylla,1,11.3614475
Mountain,Old Forest,OF,RM11,Ocotea aciphylla,9,1551.641217
Mountain,Old Forest,OF,RM8,Ocotea aciphylla,1,192.7187504
Mountain,Old Forest,OF,RM9,Ocotea aciphylla,1,63.30676173
Mountain,Old Forest,OF,RM14,Ocotea amazonica,2,186.542786
Hill,Old Forest,OF,RL3,Ocotea bofo,1,2845.36121
Mountain,Old Forest,OF,RM14,Ocotea cuneifolia,1,1.328347216
Hill,Intermediate Forest,IF,DL16,Ocotea floribunda,19,13059.08874
Hill,Intermediate Forest,IF,DL7,Ocotea floribunda,1,167.6210503
Hill,Old Forest,OF,RL2,Ocotea floribunda,1,3.43E-07
Hill,Old Forest,OF,RL4,Ocotea floribunda,1,0.461372665
Mountain,Early Forest,EF,DM16,Ocotea guianensis,4,728.3514813
Mountain,Degraded Pasture,DP,DM6,Ocotea guianensis,2,0.030444762
Mountain,Intermediate Forest,IF,DM7,Ocotea guianensis,1,473.0094753
Mountain,Old Forest,OF,RM3,Ocotea guianensis,4,1007.943441
Hill,Intermediate Forest,IF,DL14,Ocotea japurensis,1,28.7476035
Hill,Intermediate Forest,IF,DL16,Ocotea javitensis,1,55.31068687
Hill,Intermediate Forest,IF,DL3,Ocotea javitensis,1,382.4786141
Mountain,Intermediate Forest,IF,DM7,Ocotea javitensis,3,1.236875215
Hill,Old Forest,OF,RL3,Ocotea javitensis,2,3.655535631
Hill,Old Forest,OF,RL4,Ocotea javitensis,3,124.2961305
Mountain,Old Forest,OF,RM8,Ocotea javitensis,1,0.120687706
Mountain,Old Forest,OF,RM9,Ocotea javitensis,2,19.71169922
Hill,Intermediate Forest,IF,DL13,Ocotea longifolia,41,386.6921809
Hill,Intermediate Forest,IF,DL14,Ocotea longifolia,1,2.072670796
Hill,Early Forest,EF,DL2,Ocotea longifolia,1,133.1874341
Mountain,Early Forest,EF,DM16,Ocotea longifolia,15,1086.698305
Hill,Old Forest,OF,RL4,Ocotea longifolia,3,1508.138926
Mountain,Old Forest,OF,RM11,Ocotea myriantha,1,7.647848404
Mountain,Old Forest,OF,RM14,Ocotea myriantha,1,2058.878976
Mountain,Old Forest,OF,RM9,Ocotea myriantha,1,0.045996166
Hill,Intermediate Forest,IF,DL14,Ocotea Nigrescens,1,0.016399348
Hill,Intermediate Forest,IF,DL3,Ocotea oblonga,8,6090.819344
Mountain,Intermediate Forest,IF,DM14,Ocotea oblonga,1,0.1590435
Mountain,Intermediate Forest,IF,DM7,Ocotea oblonga,2,1031.829735
Hill,Old Forest,OF,RL4,Ocotea oblonga,1,26.93686706
Mountain,Old Forest,OF,RM11,Ocotea oblonga,1,5824.02583
Mountain,Old Forest,OF,RM3,Ocotea oblonga,7,7822.085116
Mountain,Old Forest,OF,RM8,Ocotea oblonga,9,19560.28612
Hill,Old Forest,OF,RL2,ocotea oblonga ,1,4.07E-11
Mountain,Old Forest,OF,RM11,Ocotea pauciflora,3,22544.6218
Hill,Intermediate Forest,IF,DL14,Ocotea puberula,1,255.8852835
Hill,Old Forest,OF,RL3,Ocotea puberula,5,25.71766496
Hill,Old Forest,OF,RL4,Ocotea puberula,2,1138.081564
Mountain,Old Forest,OF,RM11,Ocotea quixos,16,9552.65304
Mountain,Old Forest,OF,RM8,Ocotea rhodophylla,4,187.3883539
Mountain,Old Forest,OF,RM9,Ocotea sp. 2,9,2268.800994
Mountain,Early Forest,EF,DM10,Ocotea sp. 7,5,0.418665717
Hill,Early Forest,EF,DL2,Ocotea tabacifolia,1,2544.807148
Hill,Intermediate Forest,IF,DL14,Oenocarpus bataua,5,5536.206535
Hill,Old Forest,OF,RL2,Oenocarpus bataua,11,6.40E-05
Hill,Old Forest,OF,RL3,Oenocarpus bataua,6,3024.719732
Hill,Old Forest,OF,RL4,Oenocarpus bataua,10,5488.205024
Mountain,Old Forest,OF,RM11,Oenocarpus bataua,5,3190.781749
Mountain,Old Forest,OF,RM14,Oenocarpus bataua,4,1938.121458
Mountain,Old Forest,OF,RM3,Oenocarpus bataua,1,185.7948826
Mountain,Old Forest,OF,RM9,Oenocarpus bataua,1,719.0702714
Hill,Old Forest,OF,RL4,Ophiocaryon klugii,1,0.05417032
Mountain,Old Forest,OF,RM13,Ophiocaryon klugii,3,3.77403903
Mountain,Old Forest,OF,RM3,Ophiocaryon klugii,1,36.96737621
Mountain,Old Forest,OF,RM9,Ophiocaryon klugii,1,8.877410758
Mountain,Intermediate Forest,IF,DM7,Ormosia coarctata,1,6307.241295
Hill,Early Forest,EF,DL12,Ormosia nobilis,4,11209.4917
Hill,Intermediate Forest,IF,DL3,Ormosia nobilis,5,1843.360766
Mountain,Degraded Pasture,DP,DM11,Ormosia nobilis,3,750.5007906
Mountain,Early Forest,EF,DM16,Ormosia nobilis,5,2530.738536
Mountain,Intermediate Forest,IF,DM17,Ossaea laxivenula,1,0.003691973
Mountain,Intermediate Forest,IF,DM14,Osteophloeum platyspermum,5,2689.632717
Hill,Old Forest,OF,RL2,Osteophloeum platyspermum,1,2.61E-06
Hill,Old Forest,OF,RL4,Osteophloeum platyspermum,2,5511.816199
Mountain,Old Forest,OF,RM11,Osteophloeum platyspermum,3,7270.615188
Mountain,Old Forest,OF,RM13,Osteophloeum platyspermum,14,0.232020708
Mountain,Old Forest,OF,RM14,Osteophloeum platyspermum,5,25078.37192
Mountain,Old Forest,OF,RM9,Osteophloeum platyspermum,4,9766.922631
Mountain,Intermediate Forest,IF,DM13,Otoba glycycarpa,4,373.1834887
Mountain,Intermediate Forest,IF,DM17,Otoba glycycarpa,10,87.74269723
Mountain,Intermediate Forest,IF,DM8,Otoba glycycarpa,1,0.016399348
Mountain,Degraded Pasture,DP,DM15,Oxandra mediocris,9,2.112214872
Hill,Intermediate Forest,IF,DL14,Oxandra xylopioides,2,315.4963141
Mountain,Intermediate Forest,IF,DM7,Pachira,2,30.95000132
Hill,Early Forest,EF,DL12,Pachira brevipes,2,288.2264064
Mountain,Old Forest,OF,RM13,Pachira insignis,2,15297.21761
Mountain,Old Forest,OF,RM9,Pachira insignis,7,1.266325946
Hill,Intermediate Forest,IF,DL7,Pachira morae,5,242.1131655
Mountain,Intermediate Forest,IF,DM12,Pachira nitida,1,0.805157719
Mountain,Old Forest,OF,RM11,Pachira nitida,2,4825.890479
Mountain,Degraded Pasture,DP,DM15,Palicourea grandiflora,1,0.385398672
Mountain,Intermediate Forest,IF,DM8,Palicourea grandiflora,19,293.9124157
Mountain,Old Forest,OF,RM13,Palicourea grandiflora,1,389.1891522
Mountain,Old Forest,OF,RM9,Palicourea grandiflora,1,11.77501839
Hill,Degraded Pasture,DP,DL11,Palicourea grandifolia,27,0.574827584
Hill,Intermediate Forest,IF,DL13,Palicourea grandifolia,1,0.012867994
Hill,Intermediate Forest,IF,DL16,Palicourea lasiantha,2,67.79127385
Hill,Early Forest,EF,DL2,Palicourea lasiantha,1,42.03062047
Hill,Early Forest,EF,DL6,Palicourea lasiantha,26,1.713301602
Hill,Intermediate Forest,IF,DL7,Palicourea lasiantha,14,28.48180432
Mountain,Early Forest,EF,DM1,Palicourea lasiantha,1,3.225171882
Hill,Intermediate Forest,IF,DL3,Palicourea lucidula,10,1.287231134
Mountain,Early Forest,EF,DM16,Palicourea lucidula,2,0.035474216
Mountain,Intermediate Forest,IF,DM7,Palicourea lucidula,7,0.128078812
Mountain,Old Forest,OF,RM9,Palicourea lucidula,1,0.025588528
Mountain,Degraded Pasture,DP,DM6,Palicourea triphylla,2,0.018545577
Mountain,Intermediate Forest,IF,DM7,Palicourea triphylla,4,0.062477582
Hill,Old Forest,OF,RL2,Parinari Excelsa,1,1.93E-05
Mountain,Intermediate Forest,IF,DM7,Parkia dicolor,1,441.2221322
Mountain,Old Forest,OF,RM11,Parkia nitida,4,19891.40685
Mountain,Old Forest,OF,RM13,Parkia nitida,2,15863.65125
Mountain,Old Forest,OF,RM14,Parkia nitida,1,229.9946952
Mountain,Old Forest,OF,RM3,Parkia nitida,1,975.1952003
Mountain,Intermediate Forest,IF,DM14,Parkia pendula,1,483.9711934
Mountain,Old Forest,OF,RM14,Parkia pendula,1,295.7302907
Hill,Old Forest,OF,RL3,Parkia velutina,1,661.9343716
Hill,Old Forest,OF,RL4,Parkia velutina,1,99.20077004
Mountain,Old Forest,OF,RM9,Parkia velutina,3,12956.96149
Hill,Degraded Pasture,DP,DL10,Paullinia rugosa,1,0.007542982
Mountain,Intermediate Forest,IF,DM7,Pausandra martini,3,44.53620783
Mountain,Intermediate Forest,IF,DM13,Pentagonia amazonica,1,1.796725219
Mountain,Early Forest,EF,DM2,Pentagonia macrophylla,26,0.7360813
Mountain,Intermediate Forest,IF,DM8,Pentagonia macrophylla,3,0.292184986
Hill,Intermediate Forest,IF,DL13,Pera tomentosa,1,0.089727238
Mountain,Intermediate Forest,IF,DM12,Pera tomentosa,1,0.009940219
Mountain,Intermediate Forest,IF,DM17,Pera tomentosa,1,20.87351625
Mountain,Old Forest,OF,RM9,Percea sp.,1,102.0795378
Hill,Early Forest,EF,DL2,Perebea angustifolia,1,22.21321682
Mountain,Intermediate Forest,IF,DM14,Perebea angustifolia,2,0.486115672
Hill,Old Forest,OF,RL3,Perebea angustifolia,3,0.147027273
Mountain,Old Forest,OF,RM3,Perebea angustifolia,2,0.09533519
Hill,Early Forest,EF,DL12,Perebea guianensis,2,56.8054593
Hill,Old Forest,OF,RL3,Perebea guianensis,1,0.031416
Mountain,Old Forest,OF,RM13,Perebea guianensis,3,132.0279584
Mountain,Intermediate Forest,IF,DM14,Perebea mollis,2,2405.062332
Hill,Early Forest,EF,DL12,Perebea xanthochyma,3,0.56038938
Hill,Intermediate Forest,IF,DL13,Perebea xanthochyma,4,0.176046036
Hill,Early Forest,EF,DL6,Perebea xanthochyma,2,0.860104499
Hill,Intermediate Forest,IF,DL7,Perebea xanthochyma,2,0.024683551
Mountain,Intermediate Forest,IF,DM13,Perebea xanthochyma,4,190.9960921
Mountain,Intermediate Forest,IF,DM17,Perebea xanthochyma,1,15.69195443
Mountain,Early Forest,EF,DM2,Perebea xanthochyma,1,1.059788149
Hill,Early Forest,EF,DL12,Persea areolatocostae,21,5.914868802
Mountain,Old Forest,OF,RM11,Persea areolatocostae,1,0.262389574
Mountain,Old Forest,OF,RM8,Persea areolatocostae,1,0.502656
Mountain,Old Forest,OF,RM11,Persea sp. 2,1,0.009940219
Hill,Early Forest,EF,DL12,Picramnia magnifolia,1,0.00287476
Mountain,Intermediate Forest,IF,DM8,Piper aequale,3,0.020439078
Hill,Early Forest,EF,DL12,Piper arboreum,22,6.40940573
Hill,Intermediate Forest,IF,DL13,Piper arboreum,11,76.75542413
Hill,Intermediate Forest,IF,DL14,Piper arboreum,1,0.00287476
Hill,Intermediate Forest,IF,DL16,Piper arboreum,22,4.78904709
Hill,Early Forest,EF,DL2,Piper arboreum,3,1.783221648
Hill,Intermediate Forest,IF,DL3,Piper arboreum,5,0.34257263
Hill,Early Forest,EF,DL6,Piper arboreum,1,0.294647719
Mountain,Early Forest,EF,DM10,Piper arboreum,1,0.10434844
Mountain,Intermediate Forest,IF,DM12,Piper arboreum,2,0.21399028
Mountain,Degraded Pasture,DP,DM15,Piper arboreum,3,0.177585475
Mountain,Early Forest,EF,DM16,Piper arboreum,2,348.8814056
Mountain,Degraded Pasture,DP,DM6,Piper arboreum,2,0.028355701
Hill,Early Forest,EF,DL6,Piper armatum,8,0.346604285
Hill,Intermediate Forest,IF,DL7,Piper armatum,6,0.08720846
Hill,Early Forest,EF,DL6,Piper augustum,1,0.025588528
Mountain,Early Forest,EF,DM10,Piper calanyanum,1,0.076699219
Mountain,Old Forest,OF,RM13,Piper calanyanum,1,0.00287476
Mountain,Old Forest,OF,RM9,Piper calanyanum,1,9.775704154
Mountain,Intermediate Forest,IF,DM13,Piper cf obtusilimbum,2,0.009506482
Mountain,Intermediate Forest,IF,DM8,Piper cililimbum,1,0.003316273
Hill,Early Forest,EF,DL6,Piper cornifolium,1,0.00287476
Mountain,Intermediate Forest,IF,DM17,Piper crassinervium,13,1.73159856
Hill,Early Forest,EF,DL12,Piper krukoffii,1,2.901333574
Mountain,Old Forest,OF,RM11,Piper krukoffii,1,0.004071514
Hill,Early Forest,EF,DL2,Piper krukoffii ,2,0.029267342
Hill,Intermediate Forest,IF,DL7,Piper macerispicum,4,0.017250918
Mountain,Early Forest,EF,DM2,Piper maranyonense,2,0.04086094
Hill,Early Forest,EF,DL12,Piper obliquum,19,0.298460639
Hill,Intermediate Forest,IF,DL13,Piper obliquum,1,0.00287476
Mountain,Early Forest,EF,DM10,Piper obliquum,6,2.91872606
Mountain,Intermediate Forest,IF,DM12,Piper obliquum,1,0.0019635
Mountain,Intermediate Forest,IF,DM17,Piper obliquum,1,0.02844854
Mountain,Old Forest,OF,RM14,Piper obliquum,2,0.006946274
Mountain,Old Forest,OF,RM9,Piper obliquum,6,0.120261233
Mountain,Degraded Pasture,DP,DM15,Piper poporense,2,0.015477295
Mountain,Intermediate Forest,IF,DM14,Piper sp. 1,2,0.057821541
Hill,Degraded Pasture,DP,DL10,Piptocoma discolor,1,0.016399348
Hill,Degraded Pasture,DP,DL11,Piptocoma discolor,1,0.367991512
Hill,Intermediate Forest,IF,DL16,Piptocoma discolor,1,125.982851
Hill,Early Forest,EF,DL6,Piptocoma discolor,63,3126.836097
Hill,Intermediate Forest,IF,DL7,Piptocoma discolor,29,7347.302793
Mountain,Early Forest,EF,DM1,Piptocoma discolor,7,6869.685612
Mountain,Early Forest,EF,DM2,Piptocoma discolor,3,1460.75749
Mountain,Intermediate Forest,IF,DM8,Piptocoma discolor,5,11045.23734
Hill,Old Forest,OF,RL3,Plinia duplipilosa,1,228.1095087
Mountain,Early Forest,EF,DM10,Polygala spectabilis,2,0.02394233
Mountain,Intermediate Forest,IF,DM13,Posoqueria sp. 2,1,18.61547524
Mountain,Old Forest,OF,RM14,Posoqueria sp. 2,1,0.009940219
Hill,Intermediate Forest,IF,DL3,Pourouma bicolor,2,169.4782204
Mountain,Early Forest,EF,DM10,Pourouma bicolor,1,1806.692506
Hill,Old Forest,OF,RL2,Pourouma bicolor,2,6.14E-06
Hill,Old Forest,OF,RL3,Pourouma bicolor,1,8667.251189
Hill,Early Forest,EF,DL12,Pourouma cecropiifolia,2,7.356543741
Hill,Intermediate Forest,IF,DL13,Pourouma cecropiifolia,1,0.232855588
Hill,Intermediate Forest,IF,DL14,Pourouma cecropiifolia,2,13358.90198
Hill,Intermediate Forest,IF,DL3,Pourouma cecropiifolia,1,0.025588528
Mountain,Early Forest,EF,DM10,Pourouma cecropiifolia,2,1.798688719
Mountain,Intermediate Forest,IF,DM13,Pourouma cecropiifolia,4,1801.652787
Mountain,Intermediate Forest,IF,DM14,Pourouma cecropiifolia,4,43.90496476
Mountain,Intermediate Forest,IF,DM17,Pourouma cecropiifolia,1,25.69153138
Mountain,Intermediate Forest,IF,DM8,Pourouma cecropiifolia,1,0.232855588
Hill,Old Forest,OF,RL3,Pourouma cecropiifolia,5,0.966297059
Hill,Old Forest,OF,RL4,Pourouma cecropiifolia,1,76.93438602
Mountain,Old Forest,OF,RM11,Pourouma cecropiifolia,1,730.8339582
Hill,Intermediate Forest,IF,DL14,Pourouma cucura,1,0.232855588
Hill,Early Forest,EF,DL2,Pourouma cucura,2,2.832801677
Hill,Intermediate Forest,IF,DL3,Pourouma cucura,1,0.012867994
Mountain,Early Forest,EF,DM10,Pourouma cucura,1,559.9888309
Mountain,Intermediate Forest,IF,DM14,Pourouma cucura,1,0.005607952
Hill,Old Forest,OF,RL2,Pourouma cucura,2,5.16E-10
Hill,Old Forest,OF,RL3,Pourouma cucura,1,838.0956682
Mountain,Old Forest,OF,RM3,Pourouma cucura,1,48.08366404
Mountain,Old Forest,OF,RM9,Pourouma cucura,1,0.004071514
Hill,Early Forest,EF,DL2,Pourouma ferruginea,3,78.45306334
Hill,Intermediate Forest,IF,DL3,Pourouma ferruginea,4,2097.909568
Hill,Intermediate Forest,IF,DL5,Pourouma ferruginea,2,1527.205433
Mountain,Old Forest,OF,RM8,Pourouma guianensis,5,917.1728573
Mountain,Old Forest,OF,RM9,Pourouma guianensis,3,1526.314206
Mountain,Intermediate Forest,IF,DM7,Pourouma melinonii,1,57.51752232
Mountain,Old Forest,OF,RM3,Pourouma melinonii,1,282.7698107
Hill,Intermediate Forest,IF,DL5,Pourouma minor,1,2015.725616
Mountain,Intermediate Forest,IF,DM13,Pourouma minor,6,682.5632791
Mountain,Intermediate Forest,IF,DM17,Pourouma minor,2,9.727701398
Mountain,Old Forest,OF,RM13,Pourouma minor,4,663.2925997
Hill,Early Forest,EF,DL2,Pourouma tomentosa,5,735.2357407
Hill,Old Forest,OF,RL2,Pouteria  gongrijpii ,5,1.51E-05
Hill,Old Forest,OF,RL2,Pouteria aubrevillei,1,1.76E-06
Mountain,Old Forest,OF,RM9,Pouteria aubrevillei,1,28.7476035
Mountain,Old Forest,OF,RM9,Pouteria bachniana,1,0.294647719
Hill,Old Forest,OF,RL4,Pouteria caimito,1,17641.89376
Mountain,Old Forest,OF,RM11,Pouteria caimito,1,419.5509852
Mountain,Old Forest,OF,RM13,Pouteria caimito,1,18495.66559
Hill,Intermediate Forest,IF,DL14,Pouteria campanulata,2,61.93436654
Hill,Old Forest,OF,RL4,Pouteria campanulata,2,8390.055724
Mountain,Old Forest,OF,RM13,Pouteria campanulata,2,1092.973906
Mountain,Old Forest,OF,RM14,Pouteria campanulata,2,942.7633757
Mountain,Old Forest,OF,RM3,Pouteria campanulata,1,523.8659842
Mountain,Old Forest,OF,RM9,Pouteria campanulata,1,215.4350975
Hill,Old Forest,OF,RL2,Pouteria cayennensis,1,4.27E-06
Hill,Intermediate Forest,IF,DL14,Pouteria cuspidata,2,752.0490289
Mountain,Intermediate Forest,IF,DM13,Pouteria cuspidata,2,0.064886999
Hill,Old Forest,OF,RL2,Pouteria cuspidata,1,8.04E-08
Hill,Old Forest,OF,RL3,Pouteria cuspidata,2,637.9088708
Mountain,Old Forest,OF,RM11,Pouteria cuspidata,4,2072.812227
Mountain,Old Forest,OF,RM13,Pouteria cuspidata,1,15728.14248
Mountain,Old Forest,OF,RM14,Pouteria cuspidata,1,1487.027395
Mountain,Old Forest,OF,RM9,Pouteria cuspidata,1,0.016399348
Hill,Old Forest,OF,RL4,Pouteria egregia,1,159.0504467
